Titel	Werktitel	Verfasser	Verlag	Verlagsort	Erscheinungsjahr	Erscheinungstermin	ISBN	Auflage	Preis	Seiten	Maß	Begleitmaterial	Reihe	Fußnote	Parallele Ausgabe	Hochschulschriftenvermerk	Datenträger	Wochenverzeichnisnummer	DDC-Sachgruppe	Schlagworte	Vollständige DDC-Notation	Inhaltsverzeichnis	Inhaltstext	Links	Desiderat
Stalin's Soviet monastery : a new interpretation of Russian politics	-	Jim Curtis	Peter Lang	New York; Bern; Berlin; Vienna	2020	-	9781433190049; 1433190044	-	(Broschur : EUR 50.95 (DE), EUR 52.20 (AT), CHF 59.00 (freier Preis))	xv, 250 Seiten	23 cm, 382 g	-	-	-	Erscheint auch als: Online-Ausgabe; Erscheint auch als: Druck-Ausgabe	-	Band	21,A51; 21,N23	940; 300; 230	Stalinismus; Politik; Kultur; Volksfrömmigkeit; Gesellschaft; Stalin, Josif Vissarionovič; Orthodoxe Kirche; Priesterseminar; Einfluss	947.0842	https://d-nb.info/1234671719/04	http://deposit.dnb.de/cgi-bin/dokserv?id=e8b771f7e8764eac99e6e55725662dd6&prov=M&dok_var=1&dok_ext=htm	-	-
Von den Bewohnern der "Russenkaserne" : die Beschäftigung von Zwangsarbeiterinnen und Zwangsarbeitern aus Polen und der Sowjetunion im Stiftsgut Fischbeck in den Jahren 1939 bis 1945	-	Bernhard Gelderblom	Verlag Jörg Mitzkat	Holzminden	2020	-	9783959541022; 3959541023	-	(Broschur : EUR 14.80 (DE), EUR 15.30 (AT))	51 Seiten	24 cm, 212 g	-	-	-	-	-	Band	21,A51; 20,N52	940; 943	-	-	https://d-nb.info/1223643514/04	-	-	-
Burgruine Starhemberg : ein imposantes Vermächtnis der österreichischen Geschichte : historische Ansichten & Fakten zur Burganlage bis heute	-	Werner Sulzgruber	KRAL Verlag	Berndorf	2020	-	9783990249468; 3990249460	-	(Festeinband : circa EUR 29.90 (DE), circa EUR 29.90 (AT))	320 Seiten	30 cm	-	-	-	-	-	Band	21,A51; 20,N42	720; 940	-	728.81094361293	https://d-nb.info/1219106186/04	http://deposit.dnb.de/cgi-bin/dokserv?id=e6ce52fb28884e3ab151db55b1ca859c&prov=M&dok_var=1&dok_ext=htm	-	-
Polska pod okupacją 1939-1945	-	-	Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu	Warszawa	2019	-	9788380986299; 8380986296	-	(Festeinband)	375 Seiten	25 cm	-	-	-	-	-	Band	21,A51	940	-	-	https://d-nb.info/1219803219/04	-	-	-
Krossade illusioner : fallet Hermann Kappner och Nazistisk infiltration i Sverige 1933-1945	-	Birgitta Almgren	Carlssons	Stockholm	2019	-	9789173319638; 9173319635	-	(Festeinband : EUR 35.50)	439, B32 Seiten	25 cm	-	-	-	-	-	Band	21,A51	320; 940; 370	Kappner, Hermann; Spionage; Infiltration; Nationalsozialismus	320.5330948509043; 327.1243048509043	https://d-nb.info/1199388688/04	-	-	-
Varför kunde det ske? : det finns många förklaringar till Förintelsen	-	Barbro Eberan	Carlsson	Stockholm	2019	-	9789173319652; 9173319651	-	(Festeinband : EUR 32.80)	239 Seiten	22 cm	-	-	-	-	-	Band	21,A51	940; 943	Nationalsozialismus; Judenvernichtung; Vergangenheitsbewältigung	940.531811; 943.086072	https://d-nb.info/1194974236/04	-	-	-
Otto Skorzeny : the devil's discipline	-	Stuart Smith	Osprey Publishing	London	2018	-	9781472829450; 147282945X	-	(Festeinband : EUR 23.90)	384 Seiten	25 cm	-	-	-	-	-	Band	21,A51	943; 940	Skorzeny, Otto	943.086092	https://d-nb.info/1210175339/04	-	-	-
Polska pod okupacją 1939-1945	-	Instytut Pamięci Narodowej, Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu ; kolegium redakcyjne Marek Gałęzowski (przewodniczący) [und 6 andere]	Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu	Warszawa	2016	-	-	-	-	-	25 cm	-	Centralny projekt badawczy IPN - ziemie Polskie pod okupacjyą 1939-1945	-	-	-	Band	21,A51	940	Besetzung	940.53438; 943.8053	-	-	-	-
Piastowie a Rzesza w latach 937/939-1138	-	Grzegorz Kazimierz Walkowski	[Euro Omni]	Warszawa; Bydgoszcz	2015	-	9788393093243; 8393093244	-	(Festeinband)	-	25 cm	-	-	-	-	-	Band	21,A51	940; 943	-	943.02	-	-	-	-
Die radikale Rechte in Deutschland 1871-1945 : eine politische Ideengeschichte	-	Stefan Breuer	Reclam	Ditzingen	2021	-	9783150187760	Aktualisierte Ausgabe	(Broschur : EUR 8.00)	280 Seiten	15 cm	-	Reclams Universal-Bibliothek ; Nr. 18776	-	-	-	Band	21,A51	320; 943	Die Rechte; Nationalismus	320.533094309041	https://d-nb.info/1246885409/04	-	-	-
Darkness falling : the strange death of the Weimar Republic, 1930-33	Fieber	Peter Walther ; translated from the German by Peter Lewis	Head of Zeus, an Apollo book	London	2021	-	9781800242265; 1800242263	-	(Festeinband)	xii, 372 Seiten	24 cm	-	-	-	-	-	Band	21,A51	943	Historische Persönlichkeit; Weimarer Republik; Machtergreifung; Vorgeschichte	943.155085	https://d-nb.info/1241085854/04	-	-	-
Piastowie a Rzesza w latach 937/939-1138	-	-	[Euro Omni]	Warszawa	2021	-	9788393093243; 9788394378769	Wydanie piewsze	(Festeinband)	Seite DXLIII-MCLXXXVII	25 cm	-	-	-	-	-	Band	21,A51	940; 943	-	-	https://d-nb.info/1240932693/04	-	-	-
Bis zum letzten Fackelzug : mein wahres Leben unterm Zeichen der Sonne und was wir daraus lernen können	-	von Feliks W. Berger	druck-zuck	Halle (Saale)	2021	-	9783949032035	Zweite korrigierte und ergänzte Auflage	(Broschur)	XI, 596 Seiten	21 cm	-	-	-	-	-	Band	21,A51	320; 943; 360	-	-	https://d-nb.info/1240921314/04	-	-	-
Vom Kasernen-Areal zur Reihenhaussiedlung : rund um die Friedberger Warte vom Mittelalter bis heute	-	Andreas J. Werner ; unter Mitarbeit von Margot Wiesner	Bookmundo	Rotterdam	2021	-	9789403618760	2., verb. Auflage	(Broschur)	281 Seiten	30 cm	-	-	-	-	-	Band	21,A51	943; 720; 355	-	943.4164	https://d-nb.info/1238253946/04	-	-	-
Mein Freund, der Wald : Autobiographie	Yedidi ha-yaʿar	Donia Rosen ; übersetzt aus dem Englischen ins Deutsche von Reinhard Ferstl ; herausgegeben von Gerty Schübelund Martin Backhouse	mabase-Verlag	Nürnberg	2021	-	9783939171737; 3939171735	1. Auflage	(Festeinband : EUR 18.90 (DE), EUR 19.50 (AT))	188 Seiten	21 cm, 336 g	-	-	-	-	-	Band	21,A51; 21,N45	943	-	-	-	-	-	-
Bündelpuppe hab mich lieb! : vergangen, aber nicht vergessen : Erzählungen und Episoden aus dem Bayerischen Wald	-	Ria Krug	Edition Töpfl	Tiefenbach	2021	-	9783942592475; 3942592479	1. Auflage	(Festeinband)	184 Seiten	22 cm	-	-	-	-	-	Band	21,A51; 21,N40	943	-	-	https://d-nb.info/1242108076/04	-	-	-
Jüdische Schicksale von Konstanz : ein Lesebuch der Edition Schoáh und Judaica	-	Erhard Roy Wiehn (Hg.)	Hartung-Gorre Verlag	Konstanz	2021	-	9783866287280; 3866287283	1. Auflage	(Broschur : EUR 59.80 (DE), EUR 61.50 (AT))	646 Seiten	21 cm, 890 g	-	-	-	-	-	Band	21,A51; 21,N39	943	-	-	https://d-nb.info/1241838860/04	-	-	-
Zusammenleben in Vielfalt : Zuwanderung nach Mannheim von 1607 bis heute	-	Philipp Gassert/Ulrich Nieß/Harald Stockert (Hg.)	verlag regionalkultur	Ubstadt-Weiher; Heidelberg; Stuttgart; Speyer; Basel	2021	-	9783955053116; 3955053113	-	(Broschur : EUR 24.80 (DE), EUR 25.50 (AT))	319 Seiten	24 cm	-	Veröffentlichungen zur Mannheimer Migrationsgeschichte ; Band 1	-	-	-	Band	21,A51; 21,N39	300; 943	Einwanderung; Migrationspolitik	304.84346452	https://d-nb.info/124168488X/04	-	-	-
Kreßberger Kochhäfele	-	aufgeschrieben von Lonja Lissek	Cuvillier Verlag	Göttingen	2021	-	9783736974838; 3736974833	1. Auflage	(Broschur : EUR 99.90 (DE), EUR 102.70 (AT))	270, 169 Seiten	21 cm	-	-	-	-	-	Band	21,A51; 21,N36	943; 640	-	-	https://d-nb.info/1240502559/04	-	-	-
Grenzgänger : sechs Jahre Leben für die Politik : Erinnerungen eines Düsseldorfer Oberbürgermeisters	-	Thomas Geisel	Droste Verlag	Düsseldorf	2021	-	9783770023455; 3770023455	-	(Gewebe : EUR 22.00 (DE), EUR 22.70 (AT))	360 Seiten	21 cm	-	-	-	-	-	Band	21,A51; 21,N35	943; 320	Geisel, Thomas	943.55340883092	https://d-nb.info/1239843747/04	-	-	-
Geschichte vor Ort - Handbuch zum Einstieg	-	Dieter-Robert Pietschmann	edition winterwork	[Borsdorf]	2021	-	9783960148333; 396014833X	-	(Broschur : EUR 24.90 (DE), EUR 25.60 (AT))	116 Seiten	30 cm, 552 g	-	-	-	-	-	Band	21,A51; 21,N32	720; 943	Architektur; Geschichte	720.943	https://d-nb.info/1238455840/04	http://deposit.dnb.de/cgi-bin/dokserv?id=70a9bdf4bf274a58be62d9ac36a826df&prov=M&dok_var=1&dok_ext=htm	-	-
Die Weimarer Republik : Revolution, parlamentarische Demokratie und erste Bewährungsproben : Deutsches Reich 1918-1920	-	Vera Zahnhausen, Wolfgang Woelk, Gisela Müller	Wochenschau Verlag	Schwalbach/Ts	2021	-	9783734413254; 3734413257	-	(Broschur : EUR 22.90 (DE), EUR 19.00 (DE) (Subskriptionspreis bis 30.09.2021), EUR 23.60 (AT), EUR 19.60 (AT) (Subskriptionspreis bis 30.09.2021))	64 Seiten	30 cm	-	Quellen aus dem Bundesarchiv für den Unterricht ; Band 2; Geschichte im Original; Geschichte unterrichten; Wochenschau Geschichte	-	-	-	Band	21,A51; 21,N29	943; 370	-	-	https://d-nb.info/1236925971/04	-	-	-
Entzaubert : Kohl und Genscher, diese beiden : das Ende des Kalten Krieges 1989 und 1990	-	Reinhard Leube	Anderwelt Verlag	München	2021	-	9783940321312; 3940321311	1. Auflage	(Festeinband : EUR 26.00 (DE), EUR 26.80 (AT))	387 Seiten	22 cm, 660 g	-	-	-	-	-	Band	21,A51; 21,N28	943	Ost-West-Konflikt	943.0878	https://d-nb.info/1236770005/04	-	-	-
Torgau im Großen Nordischen Krieg (1700-1717) : Leben in einer sächsischen Festungsstadt zur Zeit Augusts des Starken	-	von Alexander Querengässer ; herausgegeben von Jürgen Herzog im Auftrag des Torgauer Geschichtsvereins	Sax-Verlag	Beucha; Markkleeberg	2021	-	9783867292733; 3867292736	1. Auflage	(Festeinband : EUR 22.80 (DE))	192 Seiten	24 cm, 620 g	-	Schriften des Torgauer Geschichtsvereins ; Band 14	-	-	-	Band	21,A51; 21,N27	355; 943; 940	Standort; Militär; Nordischer Krieg	355.00943212709033; 943.2127051; 947.0509432127	https://d-nb.info/1236154940/04	http://deposit.dnb.de/cgi-bin/dokserv?id=fa691c0589e842ec8ce972964e0aa932&prov=M&dok_var=1&dok_ext=htm	-	-
Köln-Riehl : alte Ansichtskarten erzählen	Köln-Riehl	Joachim Brokmeier	LINUS WITTICH Medien KG	Herbstein	2021	-	9783865957337; 3865957331	1. Auflage	(Festeinband : EUR 18.50 (DE), EUR 19.10 (AT))	84 Seiten	23 x 24 cm	-	-	-	-	-	Band	21,A51; 21,N25	943	-	-	-	-	-	-
Ruhige und bewegte Zeiten meines Lebens : Vertreibung aus Schlesien - Neuanfang in Westfalen	-	Edmund Teuber	Buch & Media GmbH	München	2021	-	9783957802361; 3957802369	-	(Gewebe : EUR 20.00 (DE), EUR 20.60 (AT))	111 Seiten	22 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N21	940; 943	-	-	https://d-nb.info/1233941682/04	-	-	-
Sophie Scholl: es reut mich nichts : Porträt einer Widerständigen	-	Robert M. Zoske	Ullstein	Berlin	2021	-	9783548065304; 3548065309	1. Auflage	(Broschur : EUR 12.99 (DE), EUR 13.40 (AT), CHF 14.90 (freier Preis))	448 Seiten, 16 ungezählte Seiten	19 cm, 330 g	-	-	-	-	-	Band	21,A51; 21,N18	943	Scholl, Sophie	943.086092	https://d-nb.info/1232513180/04	http://deposit.dnb.de/cgi-bin/dokserv?id=e14133b238594ecea789319a8d5c27c1&prov=M&dok_var=1&dok_ext=htm	-	-
Unsere Glücksmomente - Geschichten aus Braunschweig	-	Christopher Schulze	Wartberg-Verlag GmbH	[Gudensberg]	2021	-	9783831333288; 3831333289	1. Auflage	(Festeinband : EUR 12.00 (DE), EUR 12.40 (AT))	79 Seiten	21 cm, 262 g	-	-	-	-	-	Band	21,A51; 21,N18	943	-	-	https://d-nb.info/1232344508/04	http://deposit.dnb.de/cgi-bin/dokserv?id=cc2b864a561544b0a4407b9b97255f1a&prov=M&dok_var=1&dok_ext=htm	-	-
Unsere Glücksmomente - Geschichten aus dem Ruhrgebiet	-	Monika Detering	Wartberg-Verlag GmbH	[Gudensberg]	2021	-	9783831333332; 3831333335	1. Auflage	(Festeinband : EUR 12.00 (DE), EUR 12.40 (AT))	79 Seiten	21 cm, 262 g	-	-	-	-	-	Band	21,A51; 21,N18	943	-	-	https://d-nb.info/1232342904/04	http://deposit.dnb.de/cgi-bin/dokserv?id=8f9557fc0eb9451a99aab05b0eae0fec&prov=M&dok_var=1&dok_ext=htm	-	-
Die andere Seite : Leben und Forschen zwischen New York und Berlin	-	Wolfgang Schivelbusch	Rowohlt	Hamburg	2021	-	9783498093976; 3498093975	Originalausgabe	(Festeinband : EUR 26.00 (DE), EUR 26.80 (AT))	335 Seiten	21 cm, 422 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N18	943	-	-	https://d-nb.info/1232342661/04	http://deposit.dnb.de/cgi-bin/dokserv?id=83b42e7899724053a2c684382cbdd1c6&prov=M&dok_var=1&dok_ext=htm	-	-
Wir vom Jahrgang 1952, Kindheit und Jugend - das Quiz	-	Redaktion: Helmut Blecher	Wartberg Verlag	Gudensberg-Gleichen	2021	-	9783831327034; 3831327033	1. Auflage	(Broschur : EUR 10.00 (DE), EUR 10.30 (AT))	circa 80 ungezählte Seiten	20 cm, 174 g	-	-	-	-	-	Band	21,A51; 21,N18	943	-	-	-	-	-	-
Unsere Glücksmomente - Geschichten aus Esslingen	-	Barbara Scherer und Peter Stotz	Wartberg-Verlag GmbH	[Gudensberg]	2021	-	9783831333325; 3831333327	1. Auflage	(Festeinband : EUR 12.00 (DE), EUR 12.40 (AT))	79 Seiten	21 cm, 262 g	-	-	-	-	-	Band	21,A51; 21,N18	943	-	-	https://d-nb.info/1232342173/04	http://deposit.dnb.de/cgi-bin/dokserv?id=6c976faf24884107a5eb0fddbe8f6615&prov=M&dok_var=1&dok_ext=htm	-	-
Unsere Glücksmomente - Geschichten aus Leverkusen	-	Ulrich Bornewasser, Ellen Lorentz, Detlev Prößdorf, Susanne Wedewer-Pampus	Wartberg-Verlag GmbH	[Gudensberg]	2021	-	9783831333349; 3831333343	1. Auflage	(Festeinband : EUR 12.00 (DE), EUR 12.40 (AT))	79 Seiten	21 cm, 262 g	-	-	-	-	-	Band	21,A51; 21,N18	943	-	-	https://d-nb.info/1232341908/04	http://deposit.dnb.de/cgi-bin/dokserv?id=63cdd36e91074289ac716f8e5ad6a881&prov=M&dok_var=1&dok_ext=htm	-	-
Wir vom Jahrgang 1972, Kindheit und Jugend - das Quiz	-	Redaktion: Matthias Rickling	Wartberg Verlag	Gudensberg-Gleichen	2021	-	9783831327058; 383132705X	1. Auflage	(Broschur : EUR 10.00 (DE), EUR 10.30 (AT))	circa 80 ungezählte Seiten	20 cm, 174 g	-	-	-	-	-	Band	21,A51; 21,N18	943	-	-	-	-	-	-
Unsere Glücksmomente - Geschichten aus Karlsruhe	-	Wolfgang Wegner	Wartberg-Verlag GmbH	[Gudensberg]	2021	-	9783831333271; 3831333270	1. Auflage	(Festeinband : EUR 12.00 (DE), EUR 12.40 (AT))	79 Seiten	21 cm, 262 g	-	-	-	-	-	Band	21,A51; 21,N18	943	-	-	https://d-nb.info/1232341142/04	http://deposit.dnb.de/cgi-bin/dokserv?id=421f9fac716a42e2a2b91c61e0ef0e9a&prov=M&dok_var=1&dok_ext=htm	-	-
Unsere Glücksmomente - Geschichten aus Hannover	-	Heike Wolpert	Wartberg-Verlag GmbH	[Gudensberg]	2021	-	9783831333295; 3831333297	1. Auflage	(Festeinband : EUR 12.00 (DE), EUR 12.40 (AT))	79 Seiten	21 cm, 262 g	-	-	-	-	-	Band	21,A51; 21,N18	943	-	-	https://d-nb.info/1232341134/04	http://deposit.dnb.de/cgi-bin/dokserv?id=41190442bf3740b38369d99f03ab7ffd&prov=M&dok_var=1&dok_ext=htm	-	-
Unsere Glücksmomente - Geschichten aus Baden-Baden	-	Josua Straß	Wartberg-Verlag GmbH	[Gudensberg]	2021	-	9783831333868; 3831333866	1. Auflage	(Festeinband : EUR 12.00 (DE), EUR 12.40 (AT))	79 Seiten	21 cm, 262 g	-	-	-	-	-	Band	21,A51; 21,N18	943	-	-	https://d-nb.info/1232340995/04	http://deposit.dnb.de/cgi-bin/dokserv?id=3bb00402b82a49f98dcb1d4d787edd0f&prov=M&dok_var=1&dok_ext=htm	-	-
Wir vom Jahrgang 1942, Kindheit und Jugend - das Quiz	-	Redaktion: Helmut Blecher	Wartberg Verlag	Gudensberg-Gleichen	2021	-	9783831327027; 3831327025	1. Auflage	(Broschur : EUR 10.00 (DE), EUR 10.30 (AT))	circa 80 ungezählte Seiten	20 cm, 174 g	-	-	-	-	-	Band	21,A51; 21,N18	943	-	-	-	-	-	-
Wir vom Jahrgang 1962, Kindheit und Jugend - das Quiz	-	Redaktion: Matthias Rickling	Wartberg Verlag	Gudensberg-Gleichen	2021	-	9783831327041; 3831327041	1. Auflage	(Broschur : EUR 10.00 (DE), EUR 10.30 (AT))	circa 80 ungezählte Seiten	20 cm, 174 g	-	-	-	-	-	Band	21,A51; 21,N18	943	-	-	-	-	-	-
Kurios! :  Geschichten aus Bayreuth	-	Stephan Müller	Wartberg Verlag	Gudensberg-Gleichen	2021	-	9783831333639; 3831333637	1. Auflage	(Festeinband : EUR 12.00 (DE), EUR 12.40 (AT))	79 Seiten	21 cm, 262 g	-	-	-	-	-	Band	21,A51; 21,N18	943	-	-	https://d-nb.info/1232340561/04	http://deposit.dnb.de/cgi-bin/dokserv?id=28e08b63e08247f08620cc3be666ce1c&prov=M&dok_var=1&dok_ext=htm	-	-
Unsere Glücksmomente - Geschichten aus Flensburg	-	Britta Bendixen	Wartberg-Verlag GmbH	[Gudensberg]	2021	-	9783831333301; 3831333300	1. Auflage	(Festeinband : EUR 12.00 (DE), EUR 12.40 (AT))	79 Seiten	21 cm, 262 g	-	-	-	-	-	Band	21,A51; 21,N18	943	-	-	https://d-nb.info/1232339687/04	http://deposit.dnb.de/cgi-bin/dokserv?id=05d9fd4667bb4eebae7f7d14b4a41151&prov=M&dok_var=1&dok_ext=htm	-	-
Deutsche Bahnhöfe in historischen Ansichten : 200 Meisterwerke der Architektur	-	Jörg Koch	transpress	Stuttgart	2021	-	9783613716230; 3613716232	1. Auflage	(Festeinband : EUR 29.90 (DE), EUR 30.80 (AT))	191 Seiten	27 cm	-	-	-	-	-	Band	21,A51; 21,N17	720; 943	Bahnhof; Baudenkmal	725.310943022	https://d-nb.info/1231819200/04	http://deposit.dnb.de/cgi-bin/dokserv?id=e28a80bd9b67493097cf1792f5b03c83&prov=M&dok_var=1&dok_ext=htm	-	-
Ein kleiner Junge an der Heimatfront	-	Egon Busch	Ohetaler Verlag	Grafenau	2021	-	9783955111250; 3955111253	1. Auflage	(Broschur : EUR 9.90 (DE), EUR 10.20 (AT))	180 Seiten	21 cm	-	-	-	-	-	Band	21,A51; 21,N17	943	-	-	https://d-nb.info/1231817100/04	-	-	-
Kampf um die Moderne : das lange 19. Jahrhundert in Deutschland	-	Jürgen Kocka	Klett-Cotta	Stuttgart	2021	-	9783608984996; 3608984992	-	(Festeinband : circa EUR 30.00 (DE), circa EUR 30.90 (AT))	237 Seiten	22 cm, 384 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N15	943	-	943.07	https://d-nb.info/1231002832/04	-	-	-
Warum Hitler? : die Deutschen und ihr Nationalsozialismus	-	Frank Bajohr [und 10 andere] ; herausgegeben in Zusammenarbeit mit DAMALS - das Magazin für Geschichte	wbg Theiss	Darmstadt	2021	-	9783806243567; 3806243565	-	(Festeinband : EUR 29.00 (DE), EUR 29.90 (AT))	128 Seiten	29 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N15	943	Nationalsozialismus	943.086	https://d-nb.info/1230924264/04	-	-	-
In Bremen angekommen : Erinnerungen eines niederschlesischen Zuwanderers	-	Hans-Joachim Breske	Kellner Verlag	Bremen	2021	-	9783956512858; 3956512855	-	(Broschur : EUR 12.90 (DE), EUR 13.30 (AT))	272 Seiten	21 cm	-	-	-	-	-	Band	21,A51; 21,N10	943	-	-	-	-	-	-
"Deutscher Wald" in Afrika : koloniale Konflikte um regenerative Ressourcen, Tansania 1892-1916	-	Lars Kreye	Vandenhoeck & Ruprecht	Göttingen	2021	-	9783525317280; 352531728X	-	(Festeinband : EUR 70.00 (DE), EUR 72.00 (AT))	536 Seiten	24 cm, 1060 g	-	Umwelt und Gesellschaft ; Band 23	-	Erscheint auch als: Online-Ausgabe	Dissertation; Universität Göttingen2018	Band	21,A51; 20,N51	630; 943; 333.7	Kolonialismus; Natürliche Ressourcen; Tropischer Wald; Forstwirtschaft	634.909678; 261.8	https://d-nb.info/1223279650/04	-	-	-
Als Franken fränkisch wurde : archäologische Funde der Merowingerzeit	-	herausgegeben von Markus Mergenthaler und Margarete Klein-Pfeuffer, im Auftrag des Knauf-Museums Iphofen	Nünnerich-Asmus Verlag & Media GmbH	[Oppenheim]	2021	-	9783961761203; 3961761205	-	(Festeinband : EUR 14.00 (DE), EUR 14.40 (AT), CHF 14.00 (freier Preis))	223 Seiten	24 cm	-	-	-	-	-	Band	21,A51; 20,N27	943	Merowinger; Ausgrabung; Funde	943.3013	https://d-nb.info/121261562X/04	-	-	-
1968 : Kontinuitäten und Diskontinuitäten einer kulturellen Revolte	-	Meike Sophia Baader, Tatjana Freytag, Christin Sager (Hg.)	Campus Verlag	Frankfurt; New York	2021	-	9783593510880; 359351088X	-	(Broschur : circa EUR 39.95 (DE), circa EUR 41.10 (AT), circa CHF 51.90 (freier Preis))	292 Seiten	22 cm, 375 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 19,N16	300; 370; 943	Achtundsechziger; Studentenbewegung; Protestbewegung; Geschlechterverhältnis; Frauenbewegung; Antiautoritäre Erziehung; Hochschulreform; Sozialer Wandel	303.4840943	https://d-nb.info/1182926541/04	-	-	-
German in the world : the transnational and global contexts of German studies	-	edited by James Hodkinson and Benedict Schofield	Camden House	Rochester, New York	2020	-	9781640140332; 1640140336	First published	(Festeinband)	viii, 300 Seiten	24 cm	-	Studies in German literature, linguistics, and culture	-	-	-	Band	21,A51	830; 370; 943	Germanistik; Literaturwissenschaft; Internationalität; Kulturbeziehungen	830.711	https://d-nb.info/1227065620/04	-	-	-
Lippes Burgen im Mittelalter	-	Gefion Apel/Frank Huismann	Scriptorium	Marsberg-Padberg	2020	-	9783932610622; 3932610628	-	(Broschur : EUR 7.00 (DE), EUR 7.20 (AT), CHF 8.00 (freier Preis))	50 Seiten	21 cm, 25 g	-	-	-	-	-	Band	21,A51; 21,N13	720; 943	Burg; Burgruine	728.8109435654	https://d-nb.info/1229935126/04	-	-	-
Von den Bewohnern der "Russenkaserne" : die Beschäftigung von Zwangsarbeiterinnen und Zwangsarbeitern aus Polen und der Sowjetunion im Stiftsgut Fischbeck in den Jahren 1939 bis 1945	-	Bernhard Gelderblom	Verlag Jörg Mitzkat	Holzminden	2020	-	9783959541022; 3959541023	-	(Broschur : EUR 14.80 (DE), EUR 15.30 (AT))	51 Seiten	24 cm, 212 g	-	-	-	-	-	Band	21,A51; 20,N52	940; 943	-	-	https://d-nb.info/1223643514/04	-	-	-
Mein Mindelheim : Erinnerungen der Heimatschriftstellerin Karolina Schenk 1919-2013	-	herausgegeben von Edith Schenk	Verlag Hans Högel KG	[Mindelheim]	2020	-	9783947423217; 3947423217	-	(Festeinband : EUR 19.50 (DE), EUR 20.10 (AT))	199 Seiten	24 cm	-	-	-	-	-	Band	21,A51; 20,N42	943	-	-	https://d-nb.info/1219108243/04	-	-	-
Varför kunde det ske? : det finns många förklaringar till Förintelsen	-	Barbro Eberan	Carlsson	Stockholm	2019	-	9789173319652; 9173319651	-	(Festeinband : EUR 32.80)	239 Seiten	22 cm	-	-	-	-	-	Band	21,A51	940; 943	Nationalsozialismus; Judenvernichtung; Vergangenheitsbewältigung	940.531811; 943.086072	https://d-nb.info/1194974236/04	-	-	-
Arnold Munter : Jahrhundertzeuge : ein biografisches Geschichtsbuch	-	Ruth Damwerth	biografieVERLAG ruth damwerth	[Münster]	2019	-	9783937772356; 3937772359	3. erweiterte Auflage	(Broschur : EUR 18.90 (DE), EUR 19.50 (AT))	320 Seiten	19 cm	-	-	-	-	-	Band	21,A51; 21,N12	943	Alltag	943.15508092	-	-	-	-
Otto Skorzeny : the devil's discipline	-	Stuart Smith	Osprey Publishing	London	2018	-	9781472829450; 147282945X	-	(Festeinband : EUR 23.90)	384 Seiten	25 cm	-	-	-	-	-	Band	21,A51	943; 940	Skorzeny, Otto	943.086092	https://d-nb.info/1210175339/04	-	-	-
Piastowie a Rzesza w latach 937/939-1138	-	Grzegorz Kazimierz Walkowski	[Euro Omni]	Warszawa; Bydgoszcz	2015	-	9788393093243; 8393093244	-	(Festeinband)	-	25 cm	-	-	-	-	-	Band	21,A51	940; 943	-	943.02	-	-	-	-
Histories of scale: Java, the Indies and Asia in the Imperial Age, 1820-1945	-	Vincent Houben	Galda Verlag	Glienicke	2021	-	9783962031893; 3962031898	-	(Broschur : EUR 59.00 (DE), EUR 60.70 (AT))	302 Seiten	24 cm	-	Insights from Southeast Asia ; volume 5	-	-	-	Band	21,A51; 21,N36	320; 950	Kolonialismus	325.3598; 959.820223	https://d-nb.info/1240327331/04	-	-	-
Stamped : Rassismus und Antirassismus in Amerika	Stamped	Jason Reynolds, Ibram X. Kendi ; aus dem Englischen von Anja Hansen-Schmidt und Heike Schlatterer	dtv	München	2021	-	9783423640831; 3423640839	-	(Festeinband : EUR 17.00 (DE), EUR 17.50 (AT), CHF 22.90 (freier Preis))	251 Seiten	22 cm	-	Reihe Hanser	Im Impressum: "Stamped. Rassismus und Antirassismus in Amerika" wurde von Jason Reynolds geschrieben. Er basiert auf dem Buch "Gebrandmarkt. Die wahre Geschichte der Rassismus in Amerika" von Ibram X. Kendi, veröffentlicht bei C.H.Beck	Erscheint auch als: Tonträger-Ausgabe; Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N16	300; 970	Rassentheorie; Sklaverei; Rassismus	305.800973	https://d-nb.info/1231382538/04	http://deposit.dnb.de/cgi-bin/dokserv?id=84e8a2e6a2f74223b58d891b50955039&prov=M&dok_var=1&dok_ext=htm	-	-
